ts_code,trade_date,pct_chg,market
2062,2022-01-11,-8.141962422,0
600351,2022-01-11,-2.655677656,60
300674,2022-01-11,-6.705426357,30
620,2022-01-11,9.854014599,0
2603,2022-01-11,0.708924103,0
603121,2022-01-11,0.887902331,60
2952,2022-01-11,9.94441013,0
603716,2022-01-11,5.889014723,60
688298,2022-01-11,-1.863533491,68
600272,2022-01-11,9.939301973,60
601666,2022-01-11,0.0,60
2217,2022-01-11,-4.705882353,0
300942,2022-01-11,4.914715236,30
300967,2022-01-11,-4.308390023,30
2908,2022-01-11,2.602739726,0
300887,2022-01-11,-4.119152897,30
2982,2022-01-11,-4.889532778,0
603439,2022-01-11,1.233875491,60
863,2022-01-11,-2.52293578,0
603399,2022-01-11,10.02304147,60
688767,2022-01-11,5.373134328,68
603609,2022-01-11,-2.432885906,60
2317,2022-01-11,9.95951417,0
2898,2022-01-11,9.973285841,0
603123,2022-01-11,-4.965622613,60
2873,2022-01-11,9.416522241,0
603602,2022-01-12,3.65535248,60
2691,2022-01-12,-0.35335689,0
603368,2022-01-12,-0.683994528,60
600833,2022-01-12,-3.860640301,60
300108,2022-01-12,8.723404255,30
779,2022-01-12,-2.407221665,0
2715,2022-01-12,10.03322259,0
2348,2022-01-12,3.585657371,0
2835,2022-01-12,-1.022012579,0
300165,2022-01-12,8.802456499,30
2172,2022-01-12,10.11494253,0
605116,2022-01-12,0.086430424,60
2550,2022-01-12,9.961685824,0
300844,2022-01-12,-0.038372985,30
2750,2022-01-12,9.994977398,0
2952,2022-01-12,10.05617978,0
2878,2022-01-12,10.02987623,0
2370,2022-01-12,10.0,0
605167,2022-01-12,9.963768116,60
688606,2022-01-12,3.387043736,68
603963,2022-01-12,2.34791889,60
600422,2022-01-12,0.080906149,60
688513,2022-01-12,1.223128243,68
605319,2022-01-12,1.111111111,60
600272,2022-01-12,10.00690131,60
301078,2022-01-12,-3.279541905,30
603676,2022-01-12,9.97983871,60
603399,2022-01-12,10.05235602,60
423,2022-01-12,-9.229188078,0
300086,2022-01-12,-2.392344498,30
422,2022-01-12,-2.302631579,0
300275,2022-01-12,1.344286781,30
2022,2022-01-12,1.067615658,0
619,2022-01-12,-3.36906585,0
2898,2022-01-12,10.04048583,0
300051,2022-01-12,0.364298725,30
300437,2022-01-12,-6.454989532,30
2762,2022-01-12,0.908265213,0
600818,2022-01-12,0.098231827,60
300584,2022-01-12,19.99195495,30
300289,2022-01-12,-1.428571429,30
766,2022-01-12,-0.386847195,0
2305,2022-01-12,-1.976284585,0
688468,2022-01-12,-2.901098901,68
688075,2022-01-12,4.979423868,68
2907,2022-01-12,4.591564335,0
620,2022-01-12,9.966777409,0
603615,2022-01-12,-3.076923077,60
2432,2022-01-12,9.992849482,0
600233,2022-01-12,-1.784748513,60
301136,2022-01-12,-4.981163667,30
601929,2022-01-12,-2.371541502,60
603117,2022-01-12,10.0,60
600096,2022-01-12,-1.636976408,60
603176,2022-01-12,10.11494253,60
600735,2022-01-12,-0.911458333,60
1234,2022-01-12,9.974315068,0
2693,2022-01-12,-1.934235977,0
2355,2022-01-12,-3.193033382,0
688575,2022-01-12,11.15472686,68
665,2022-01-12,9.989258861,0
605369,2022-01-12,1.202675776,60
600539,2022-01-12,3.295454545,60
2317,2022-01-12,-2.430044183,0
603168,2022-01-12,-4.450499546,60
600149,2022-01-12,9.966777409,60
530,2022-01-12,10.02570694,0
600936,2022-01-12,-1.971830986,60
2036,2022-01-13,-1.073825503,0
2337,2022-01-13,-2.178649237,0
603577,2022-01-13,0.895522388,60
2412,2022-01-13,9.974747475,0
603177,2022-01-13,9.723964868,60
530,2022-01-13,2.570093458,0
600706,2022-01-13,3.832335329,60
603392,2022-01-13,-6.232147494,60
688196,2022-01-13,-3.218328106,68
620,2022-01-13,9.96978852,0
300035,2022-01-13,-2.442118617,30
1234,2022-01-13,10.00389257,0
603176,2022-01-13,9.812108559,60
985,2022-01-13,2.384020619,0
603278,2022-01-13,0.569568755,60
2316,2022-01-13,0.318979266,0
603351,2022-01-13,-1.990599945,60
300769,2022-01-13,-2.430883345,30
603390,2022-01-13,1.647286822,60
688800,2022-01-13,0.878163973,68
688517,2022-01-13,0.893997446,68
688262,2022-01-13,1.562829989,68
605108,2022-01-13,10.02722323,60
2246,2022-01-13,-5.147759771,0
600257,2022-01-13,5.066344994,60
2633,2022-01-13,-1.115618661,0
603536,2022-01-13,9.934497817,60
2550,2022-01-13,10.10452962,0
603399,2022-01-13,-4.091341579,60
300681,2022-01-13,-1.948924731,30
603229,2022-01-13,6.705426357,60
2172,2022-01-13,1.043841336,0
601702,2022-01-13,-4.712460064,60
721,2022-01-13,10.04366812,0
601700,2022-01-13,5.745341615,60
605567,2022-01-13,10.01917546,60
600312,2022-01-13,1.414581066,60
600986,2022-01-13,-4.109589041,60
2585,2022-01-13,-2.698593691,0
300094,2022-01-13,19.93569132,30
603829,2022-01-13,9.992429977,60
2702,2022-01-13,10.01472754,0
2921,2022-01-13,0.153767299,0
2432,2022-01-13,10.01137656,0
1216,2022-01-13,1.240560949,0
605287,2022-01-13,-2.491842183,60
603908,2022-01-13,-1.271893244,60
688575,2022-01-13,-5.061801059,68
600807,2022-01-13,10.02087683,60
2715,2022-01-13,-5.917874396,0
2750,2022-01-13,3.561643836,0
2856,2022-01-13,3.26953748,0
960,2022-01-13,-2.903501281,0
603799,2022-01-13,2.388134741,60
2606,2022-01-13,10.07049345,0
300501,2022-01-13,7.567091949,30
603598,2022-01-13,10.01642036,60
2330,2022-01-13,9.986320109,0
600288,2022-01-13,-1.01971448,60
603117,2022-01-13,-6.818181818,60
601007,2022-01-13,10.01540832,60
607,2022-01-13,9.965635739,0
300511,2022-01-13,-3.816793893,30
688259,2022-01-13,-3.062734829,68
300933,2022-01-13,2.811824081,30
688767,2022-01-13,19.99803266,68
665,2022-01-13,-1.3671875,0
603676,2022-01-13,5.041246563,60
2589,2022-01-13,6.696428571,0
603566,2022-01-13,-9.996324881,60
300902,2022-01-13,3.612845674,30
688399,2022-01-13,1.786029023,68
2481,2022-01-13,1.747572816,0
2898,2022-01-13,10.00735835,0
603861,2022-01-13,0.763358779,60
2951,2022-01-13,9.991603694,0
600149,2022-01-13,9.96978852,60
2952,2022-01-13,10.00510465,0
2605,2022-01-13,10.03460208,0
688116,2022-01-13,-2.286564741,68
2537,2022-01-13,10.02604167,0
2245,2022-01-13,1.637426901,0
603979,2022-01-13,0.045372051,60
600272,2022-01-13,-6.148055207,60
301221,2022-01-13,2.678916828,30
605196,2022-01-13,9.944311854,60
2584,2022-01-13,1.462225833,0
603311,2022-01-13,-2.469135802,60
2879,2022-01-13,0.810497877,0
518,2022-01-13,0.0,0
300801,2022-01-13,-5.363673304,30
600965,2022-01-13,10.01390821,60
603596,2022-01-13,5.893614112,60
603703,2022-01-13,3.37972167,60
2191,2022-01-13,-9.701492537,0
600765,2022-01-13,-5.980725624,60
300584,2022-01-13,14.81729802,30
603387,2022-01-13,0.120192308,60
603123,2022-01-13,3.143274854,60
2878,2022-01-13,6.28394104,0
688681,2022-01-13,-0.237755587,68
600992,2022-01-13,1.227573182,60
605089,2022-01-13,6.370070779,60
603189,2022-01-13,-0.924702774,60
605338,2022-01-13,0.159659393,60
688298,2022-01-13,-2.001488711,68
605167,2022-01-13,-9.390444811,60
1208,2022-01-13,-3.122923588,0
300969,2022-01-13,2.51895535,30
688068,2022-01-13,-3.28760996,68
2370,2022-01-13,9.74025974,0
1215,2022-01-13,4.060124395,0
300572,2022-01-13,6.944971537,30
300479,2022-01-14,4.438110749,30
2303,2022-01-14,-4.086538462,0
300075,2022-01-14,17.13268937,30
2951,2022-01-14,10.0,0
2606,2022-01-14,-5.123513266,0
2875,2022-01-14,2.69266481,0
2898,2022-01-14,10.03344482,0
603598,2022-01-14,10.0,60
301159,2022-01-14,-9.195737848,30
779,2022-01-14,-2.521008403,0
2134,2022-01-14,3.861003861,0
600149,2022-01-14,-6.593406593,60
2530,2022-01-14,9.972677596,0
2349,2022-01-14,9.962264151,0
1234,2022-01-14,10.01415428,0
2186,2022-01-14,-3.577235772,0
2699,2022-01-14,3.631284916,0
603829,2022-01-14,4.542326222,60
2605,2022-01-14,8.106219427,0
300399,2022-01-14,-7.850330154,30
2062,2022-01-14,-5.197505198,0
600965,2022-01-14,10.11378003,60
2412,2022-01-14,4.936854191,0
2952,2022-01-14,-9.976798144,0
607,2022-01-14,-3.75,0
721,2022-01-14,3.174603175,0
2224,2022-01-14,-3.220338983,0
810,2022-01-14,4.36477007,0
605567,2022-01-14,-1.002178649,60
605188,2022-01-14,2.433628319,60
605118,2022-01-14,1.913613997,60
2537,2022-01-14,-0.946745562,0
300261,2022-01-14,19.98243303,30
603803,2022-01-14,2.002355713,60
2336,2022-01-14,10.0,0
603536,2022-01-14,-0.297914598,60
603196,2022-01-14,-3.668763103,60
605196,2022-01-14,-9.91316932,60
603177,2022-01-14,-0.857632933,60
836,2022-01-14,5.466237942,0
622,2022-01-14,-0.217391304,0
620,2022-01-14,3.846153846,0
601007,2022-01-14,10.08403361,60
600386,2022-01-14,-2.669404517,60
605060,2022-01-14,-0.107181136,60
2932,2022-01-14,10.01073126,0
600714,2022-01-14,8.597285068,60
428,2022-01-14,-5.405405405,0
605108,2022-01-14,1.319587629,60
301089,2022-01-14,6.193035756,30
603176,2022-01-14,10.07604563,60
2702,2022-01-14,10.04016064,0
600668,2022-01-14,10.02227171,60
300094,2022-01-14,19.97319035,30
2370,2022-01-14,10.0591716,0
601116,2022-01-14,-0.875486381,60
